accession_code,ProstT5_128_dim_0,ProstT5_128_dim_1,ProstT5_128_dim_2,ProstT5_128_dim_3,ProstT5_128_dim_4,ProstT5_128_dim_5,ProstT5_128_dim_6,ProstT5_128_dim_7,ProstT5_128_dim_8,ProstT5_128_dim_9,ProstT5_128_dim_10,ProstT5_128_dim_11,ProstT5_128_dim_12,ProstT5_128_dim_13,ProstT5_128_dim_14,ProstT5_128_dim_15,ProstT5_128_dim_16,ProstT5_128_dim_17,ProstT5_128_dim_18,ProstT5_128_dim_19,ProstT5_128_dim_20,ProstT5_128_dim_21,ProstT5_128_dim_22,ProstT5_128_dim_23,ProstT5_128_dim_24,ProstT5_128_dim_25,ProstT5_128_dim_26,ProstT5_128_dim_27,ProstT5_128_dim_28,ProstT5_128_dim_29,ProstT5_128_dim_30,ProstT5_128_dim_31,ProstT5_128_dim_32,ProstT5_128_dim_33,ProstT5_128_dim_34,ProstT5_128_dim_35,ProstT5_128_dim_36,ProstT5_128_dim_37,ProstT5_128_dim_38,ProstT5_128_dim_39,ProstT5_128_dim_40,ProstT5_128_dim_41,ProstT5_128_dim_42,ProstT5_128_dim_43,ProstT5_128_dim_44,ProstT5_128_dim_45,ProstT5_128_dim_46,ProstT5_128_dim_47,ProstT5_128_dim_48,ProstT5_128_dim_49,ProstT5_128_dim_50,ProstT5_128_dim_51,ProstT5_128_dim_52,ProstT5_128_dim_53,ProstT5_128_dim_54,ProstT5_128_dim_55,ProstT5_128_dim_56,ProstT5_128_dim_57,ProstT5_128_dim_58,ProstT5_128_dim_59,ProstT5_128_dim_60,ProstT5_128_dim_61,ProstT5_128_dim_62,ProstT5_128_dim_63,ProstT5_128_dim_64,ProstT5_128_dim_65,ProstT5_128_dim_66,ProstT5_128_dim_67,ProstT5_128_dim_68,ProstT5_128_dim_69,ProstT5_128_dim_70,ProstT5_128_dim_71,ProstT5_128_dim_72,ProstT5_128_dim_73,ProstT5_128_dim_74,ProstT5_128_dim_75,ProstT5_128_dim_76,ProstT5_128_dim_77,ProstT5_128_dim_78,ProstT5_128_dim_79,ProstT5_128_dim_80,ProstT5_128_dim_81,ProstT5_128_dim_82,ProstT5_128_dim_83,ProstT5_128_dim_84,ProstT5_128_dim_85,ProstT5_128_dim_86,ProstT5_128_dim_87,ProstT5_128_dim_88,ProstT5_128_dim_89,ProstT5_128_dim_90,ProstT5_128_dim_91,ProstT5_128_dim_92,ProstT5_128_dim_93,ProstT5_128_dim_94,ProstT5_128_dim_95,ProstT5_128_dim_96,ProstT5_128_dim_97,ProstT5_128_dim_98,ProstT5_128_dim_99,ProstT5_128_dim_100,ProstT5_128_dim_101,ProstT5_128_dim_102,ProstT5_128_dim_103,ProstT5_128_dim_104,ProstT5_128_dim_105,ProstT5_128_dim_106,ProstT5_128_dim_107,ProstT5_128_dim_108,ProstT5_128_dim_109,ProstT5_128_dim_110,ProstT5_128_dim_111,ProstT5_128_dim_112,ProstT5_128_dim_113,ProstT5_128_dim_114,ProstT5_128_dim_115,ProstT5_128_dim_116,ProstT5_128_dim_117,ProstT5_128_dim_118,ProstT5_128_dim_119,ProstT5_128_dim_120,ProstT5_128_dim_121,ProstT5_128_dim_122,ProstT5_128_dim_123,ProstT5_128_dim_124,ProstT5_128_dim_125,ProstT5_128_dim_126,ProstT5_128_dim_127
Q66GS9,-0.19365697,0.09480484,0.010603648,0.1511974,-0.07014877,0.1353255,0.057825908,0.0318575,0.14962538,-0.21170413,-0.11788148,-0.10485774,-0.1935345,-0.25164452,-0.035438888,0.035871305,0.21503781,0.0067649074,-0.13086171,-0.0451188,-0.09651245,0.0922827,-0.03222502,-0.0641064,-0.05922211,-0.051119085,-0.1489681,0.106864914,0.049837545,-0.04639418,-0.069170356,0.15551478,-0.12057406,0.33800185,-0.06712756,-0.020462701,0.025650099,0.07391921,0.14279895,-0.19560283,-0.08110813,-0.16666825,0.30773813,0.26370257,0.13832451,0.19134845,-0.22289911,-0.12965345,0.048898704,0.0989034,-0.02305131,0.021145724,-0.052787174,-0.036820866,0.13976598,0.12445027,0.015242334,-0.008163116,0.0047365353,-0.1115106,0.058970936,0.030560821,0.091838725,0.16205454,-0.2115902,-0.08444116,-0.025966264,-0.09521208,-0.006207737,-0.23976713,0.039055105,-0.013047852,0.11989328,0.0076853856,-0.15097024,-0.02037872,0.10876343,0.003955163,0.08740687,-0.033964425,-0.019856814,-0.072915554,-0.1286497,0.02366443,0.01636059,-0.0004194565,-0.006033398,-0.06293772,0.10478249,0.14997493,0.0057567786,-0.040335454,0.0034771208,-0.15249942,-0.2865227,0.00043995958,0.0765939,0.012061223,-0.10545151,0.03190341,0.21743338,-0.13419849,-0.07699032,-0.2123338,-0.084065266,0.037842594,-0.09536956,-0.081450075,0.32581627,-0.0012889765,-0.11875223,-0.09313455,-0.10509409,0.14282584,0.025239551,-0.010558326,-0.17167519,-0.13592789,0.11818184,0.044779032,0.097437605,-0.45583066,-0.06855322,-0.2287634,-0.09911762,0.23106109,-0.100202695,-0.031676196
P18509,-0.0541972,-0.04419697,0.005080983,0.14272492,0.047039036,0.07939078,-0.01774988,0.024629742,-0.116601236,0.022488367,-0.15162914,-0.08257137,-0.028447267,-0.18043558,0.13377054,0.07928802,0.11846411,-0.045887806,-0.09981155,-0.056357034,-0.33101526,-0.074294984,-0.05163308,0.008258242,0.043896794,0.043392174,-0.19174328,0.2916108,-0.010601455,0.03595678,0.06648032,-0.03478598,-0.062017955,-0.08198716,0.2094337,0.09079711,-0.017604696,-0.048532974,-0.038014587,-0.07851068,0.033944752,0.08331926,0.024674775,0.39091855,-0.3126148,0.004792534,-0.5482626,-0.15001851,-0.06392639,-0.17376713,-0.009052869,-0.0007076673,0.0034376606,-0.088559315,0.102042586,0.044697676,-0.08546819,-0.088360325,0.20187746,-0.07872927,-0.13768294,0.0010621771,-0.06506927,0.04904096,-0.09715323,0.003066871,0.022556666,0.20235845,-0.04179047,-0.24893746,0.015554284,-0.118300684,0.09154985,0.10430388,0.108425945,0.0593006,-0.19650309,0.020368222,-0.1033061,-0.061961833,-0.08009701,0.05731462,-0.06743857,-0.08336047,0.041408285,-9.524077e-05,0.06667626,0.20645107,0.06110146,0.1154619,-0.09438961,-0.119356126,0.14832215,-0.22992156,0.0035387874,-0.04408367,-0.1273419,0.026907846,-0.04499614,-0.049183495,0.14649639,-0.06381388,-0.14005785,-0.08024324,-0.11325475,0.04598885,-0.03263972,0.06509261,-0.13961041,0.09503372,0.038128898,-0.18002793,0.16572201,0.07254304,-0.06944093,-0.10851596,-0.16477911,-0.3863796,0.046888806,0.032048203,-0.06545325,-0.2485651,-0.10835164,-0.048687316,-0.12520905,0.2522703,-0.08108178,0.38883856
Q96LR5,-0.0032675918,-0.013913361,0.06343344,0.16976678,-0.08350397,0.10409027,0.0088232495,0.041555054,-0.14091215,0.058781046,0.053908657,0.04493022,0.006752573,0.050562005,0.15621258,-0.02604219,0.15842527,0.0037348382,0.0018842262,-0.060674965,-0.039156754,0.01087787,-0.031895157,0.082881056,-0.0086470265,0.14370129,0.00735398,-0.014163485,0.060979024,-0.035596643,0.008091582,-0.10498735,-0.028812215,-0.035121292,-0.012793388,0.04038973,-0.1595448,-0.028256228,-0.00042487984,0.104742676,0.24968675,0.064941466,0.25998694,-0.22949338,0.02511032,-0.21058077,0.27664128,0.085385956,0.116858035,-0.09589261,-0.11720316,0.037953213,0.31715575,-0.04363053,-0.0508401,-0.09868426,0.04880629,0.06054229,-0.013175476,-0.001989428,0.033718556,-0.052162897,-0.09013618,-0.092814416,-0.025628066,0.005825933,-0.082206085,-0.17460746,-0.11038972,0.11874864,0.00537159,0.110745296,0.19849308,0.014789503,-0.048725884,0.0012399592,-0.13013777,-0.055917196,0.10853821,0.044085324,-0.016621523,-0.19377634,0.07550982,-0.044028167,0.051970333,-0.21951182,0.02431128,-0.0796313,-0.015444569,-0.20703997,-0.0026997756,-0.075089194,-0.009550637,0.10961807,0.10541944,-0.087045066,-0.08982579,-0.028620882,-0.061301924,0.12428831,0.22240156,-0.083377056,-0.04331185,0.27402738,0.118602425,0.076731294,0.0028441176,-0.06650591,-0.09435641,0.026559953,0.06314376,0.016755648,-0.11182697,0.13568944,-0.06776984,0.11573398,0.03392133,0.09060775,-0.07243455,-0.05507318,0.08313641,0.0765161,-0.09466945,0.16026804,-0.0831237,-0.18519942,-0.06696126,0.01044051
A0A1P8YR90,-0.011258328,-0.0898657,0.0033103265,-0.07127939,0.052837357,0.047771163,0.14446515,-0.16678195,0.1726558,-0.01923677,0.03867015,0.065012954,0.0612767,-0.22719266,0.25880986,0.024885971,0.1985116,-0.03685982,0.23866867,-0.034414366,-0.3960081,0.021641739,0.056115184,-0.04952356,0.21392624,0.088541955,0.07096305,0.06143483,0.035872556,0.20839174,0.16117503,0.13853186,0.11389375,0.051681478,0.16106598,-0.013693973,0.08037889,0.1507152,0.23561774,-0.009534214,-2.9798597e-05,0.119250536,-0.059463967,0.14718841,-0.24560046,-0.128959,-0.16203994,-0.25116915,-0.06573255,-0.1666887,-0.027925137,0.19665347,0.042981375,-0.13159534,-0.102581725,0.011387583,-0.11634517,-0.091619,-0.034878958,-0.031416297,-0.11355953,-0.028010627,-0.1523633,0.03994751,-0.3460792,0.08844958,-0.0028505772,-0.02397605,-0.16718061,-0.0015939586,0.018435638,-0.115784355,0.13364539,-0.018196061,0.13861199,-0.1247904,-0.3393164,0.012646053,0.01182026,-0.20908247,-0.0019713575,-0.105462626,0.16634463,-0.05757318,0.12759185,0.005478233,-0.014849637,0.11540829,0.15705398,-0.101012275,0.013583616,0.032191444,0.10074192,-0.20944774,-0.040504366,0.115500085,0.005194038,-0.006866358,0.032689154,0.007877421,0.018271431,0.065339565,-0.15917106,-0.06078747,0.05711755,-0.05777064,-0.05270073,0.14351684,0.22182786,0.16631608,-0.25783455,-0.20954579,0.16111417,-0.22831026,0.11812475,-0.02244957,-0.1893637,-0.10279841,-0.02609756,-0.08359529,0.199885,-0.05801923,-0.035203863,0.13488999,-0.24997926,0.17103896,0.10420306,0.39198452
P06709,0.013901613,-0.027710816,-0.06254925,-0.07313782,-0.011795323,0.07099474,0.000952784,0.018372957,-0.0691907,-0.08632684,-0.055680465,-0.0018478334,0.109258905,0.044476975,-0.12212181,0.021876391,-0.19079217,-0.00042953342,-0.059543934,0.06985114,0.19358714,0.07074345,-0.051044464,-0.017626207,0.035517033,-0.020316854,0.037385114,-0.07340964,-0.07104744,0.0223158,0.03330245,0.010008446,-0.015324684,-0.015545495,-0.12439127,-0.16393532,0.10235864,-0.045269027,-0.030186346,-0.005786814,0.037404615,-0.020127684,-0.043708395,-0.2697515,0.08721689,-0.17225422,0.17722283,-0.02704937,0.055252694,0.14935023,0.034848537,0.003064422,0.011704918,0.115482554,-0.04252817,-0.034326725,0.04298104,-0.017073072,0.01095975,-0.040932227,0.00069981255,-0.015896168,-0.0627379,0.011008815,-0.046324003,0.045638822,0.092175424,0.025297485,0.030934025,0.064463705,-0.0655017,-0.08148812,-0.022511017,0.044671215,-0.07145545,0.18138319,-0.021909446,0.040487643,0.0014423653,-0.09995207,-0.09514693,-0.034181327,-0.16485922,-0.0029574484,-0.029878885,-0.047431655,-0.0793118,0.0035983808,0.12818553,0.07605064,-0.044223636,0.023804039,0.10088995,-0.020169726,0.08058937,0.065842286,0.04996066,0.018481635,-0.037336078,0.04595176,-0.045240127,0.021571718,0.05915644,0.063999645,0.01944521,0.057348758,0.054420866,0.088069454,-0.27488813,-0.07594435,0.025492087,-0.02224531,-0.03210322,-0.079140484,0.007763533,-0.04702528,0.036942557,0.041314602,-0.061897166,0.058114953,-0.046681304,-0.089919895,-0.13100556,-0.014560197,0.033288967,0.03709743,0.0026604082,-0.18977326
Q09472,-0.32509595,-0.0054131653,-0.055907965,0.06037081,0.15954113,-0.09793899,-0.027619746,0.048096135,-0.02715816,-0.08131048,-0.006798692,0.024951532,0.023103092,-0.0062030777,0.35790563,0.09232545,0.22003941,0.003887605,0.15515685,0.03271973,-0.29570803,-0.02713256,-0.06888803,0.08252784,-0.18116742,-0.039038457,-0.22524232,0.22807732,0.06938318,-0.07403874,-0.010903722,0.053327322,-0.10198921,-0.18383037,-0.045382835,-0.0028893463,-0.19881314,0.025742035,-0.06263895,0.03715901,-0.031208433,0.061108492,0.052022513,0.24167894,0.029591667,0.07859048,-0.21824706,0.13931865,0.026320916,-0.09522284,0.011770118,-0.059541672,0.087144315,-0.24697101,0.026436351,0.036578108,-0.036272377,0.011060816,0.1330962,0.09324615,-0.15031233,0.109102964,0.028874569,0.07473302,-0.00051657483,-0.0070868246,0.053878006,-0.30378878,-0.04773075,0.10005292,-0.10104251,0.10166952,0.06669609,-0.0011245832,0.1306464,0.038065825,0.09625604,-0.12888539,-0.22484712,-0.25991443,0.04387218,-0.16543922,0.014056589,0.031653736,0.048993155,0.040865317,0.032941043,-0.052455783,0.03800806,-0.18791498,-0.054010108,-0.00022703409,0.07670133,-0.059537318,0.23823583,0.05825353,-0.11195276,-0.028362587,0.031671356,-0.02254089,0.24283785,0.0016968288,-0.004973606,-0.27147684,0.13430631,0.021375513,0.15831527,0.018864727,0.44800276,-0.061680216,-0.16957062,-0.08241365,-0.19797865,-0.015636485,-0.062977284,0.12873966,-0.02753791,0.022319164,-0.017124876,-0.08220395,0.13255139,0.044951767,-0.0382168,0.053373136,-0.22287667,-0.22540931,0.025932085,0.22761008
P24058,0.18744192,-0.055802196,0.096747786,0.08878982,-0.14491081,0.0832167,0.03679998,0.017894208,-0.11701484,-0.13082834,0.0749827,0.06034611,0.048504967,0.04561207,-0.25149274,0.07846582,0.013266224,-0.015901964,0.054207686,0.06789331,0.0618898,0.005156208,-0.017462485,-0.034781322,0.00045447797,-0.0087763425,0.052118916,-0.13841611,0.010644078,0.07668383,-0.016837033,-0.09431154,0.052488748,0.2317701,-0.055999346,-0.030890634,0.08708778,0.04490346,0.007404675,-0.038343668,-0.04508745,-0.123561114,-0.027766895,-0.1944825,0.22576375,0.046903677,0.2347677,-0.07674096,0.027895128,-0.015306957,0.08351275,-0.053803563,-0.04673348,-0.08450642,0.01115001,0.066372946,0.007951528,-0.046136517,-0.024350803,-0.12644129,0.01979537,-0.018048076,-0.063143894,-0.024525687,-0.09356589,0.0061778147,0.062168647,-0.012383018,0.044166982,0.12927994,-0.07004381,0.02603888,-0.034344178,-0.015255805,0.022279467,-0.0079620145,0.08183733,0.1401154,0.12628761,0.040449917,-0.07232596,-0.029946286,-0.0040461607,0.0021823607,-0.044229656,-0.101395234,0.00039267726,-0.06959599,0.017347086,0.17363863,0.046742655,-0.07077908,-0.04623533,-0.012362879,0.10088758,0.19831146,-0.030423617,-0.023865478,0.008180341,0.031808797,0.03630384,-0.062293906,0.0148212975,0.061603256,0.046000067,-0.066986375,-0.05662701,0.05521901,-0.30462027,-0.12752882,0.09171467,0.062030554,0.1246987,-0.08906421,-0.12931593,0.023926904,-0.14088887,0.1275685,-0.028127119,0.024026923,-0.16804318,0.05209934,-0.031572267,-0.015309721,-0.014180349,-0.04635674,-0.0014872612,-0.20843422
P20338,0.033448152,-0.19375594,-0.054925192,0.09528476,0.12554362,-0.07074235,0.04852239,0.06938949,-0.11685783,0.0954123,-0.04517387,0.05179549,-0.042473022,0.019398741,-0.049705245,-0.10165253,0.0056112185,0.054562908,-0.042280097,-0.096160844,0.0207494,0.05945828,-0.056489266,0.040820565,-0.01013458,-0.031769447,-0.07956429,-0.19242352,0.103853166,0.026762716,-0.05804853,-0.057315096,-0.05984624,-0.09856893,0.027138479,-0.05734578,0.0121292025,-0.032331064,-0.044727277,0.01928559,0.010136258,0.05063747,0.10495122,-0.2474602,0.012375966,-0.21055447,0.15133551,0.059257112,-0.038819373,-0.09840696,0.018321052,0.0067901146,-0.033451255,-0.0735579,0.0067550503,0.02234548,0.057781536,-0.07975202,-0.008474711,-0.014525153,-0.0124859195,0.035521314,-0.023169853,0.19468077,0.21653426,-0.08418516,-0.02951914,0.058478907,-0.11580574,0.00433892,0.08034058,0.039271284,0.017146356,0.05634799,0.029521517,-0.015533205,0.009391734,0.009244412,0.032608397,-0.050051093,0.001843188,-0.009615496,-0.04875204,-0.0365265,-0.035139404,-0.09012349,-0.04664755,-0.028893223,-0.12411803,-0.1259681,-0.027200138,-0.14781716,0.12725192,0.048034776,-0.10863261,-0.06396226,0.021461086,-0.027552178,0.060370546,0.022263486,-0.009005889,-0.041292924,-0.15646125,0.08237379,0.04282482,0.018673625,-0.03856937,0.022280302,-0.14696638,0.024214726,0.013833009,0.010626286,0.046074506,-0.07497923,0.049427062,0.1565499,0.18062383,0.03993109,-0.036278635,-0.11954106,-0.0506134,0.05332602,-0.06592637,0.08783867,0.10598421,-0.061802346,0.031501215,-0.02189646
A2A825,-0.10385546,-0.106897205,-0.060852833,-0.12147404,0.10173621,-0.046919823,-0.027605582,-0.023053411,-0.04552436,0.02878816,-0.15970536,-0.08907439,0.023631351,-0.06544359,-0.03707625,-0.067331225,-0.120967895,0.10253149,-0.07964695,-0.04117783,0.07187149,0.1349099,0.021100748,-0.1055759,-0.00054550916,0.03738737,0.03846713,0.007355187,0.09103387,-0.012883742,0.020138547,-0.009006766,-0.05903917,-0.05568891,-0.025662739,-0.11709093,0.06306348,-0.019495558,0.0283056,-0.04547129,0.018102162,0.009820422,0.04378948,-0.12980956,-0.14057729,-0.21947376,-0.10075185,-0.05437088,-6.0871243e-06,-0.033822708,-0.038047776,0.046804376,0.033772808,0.077669546,-0.011472328,0.0067882054,0.04265105,-0.025416043,0.028418222,0.013731167,0.050576434,-0.010862891,-0.016635388,0.1239707,0.04474561,-0.00715407,0.008451877,0.17320216,-0.028128982,-0.0683075,-0.030124467,-0.08080917,0.082605235,0.1295205,-0.019229744,0.09669406,-0.085259706,-0.042832747,0.068883255,-0.042859167,-0.02339036,0.12201286,-0.02761193,-0.01914226,-0.04483985,0.037912942,-0.06135173,-0.0019872338,-0.06737855,-0.02242864,-0.03457897,-0.016994286,0.08511671,0.0048546866,-0.0969726,-0.07777527,0.09003077,0.027061008,0.089770876,0.025916316,-0.115636185,0.006146239,-0.036283042,0.012938379,0.060497895,-0.0062403064,0.06981312,0.06270237,-0.13174082,0.056069713,-0.13259101,-0.029536154,0.037730332,-0.17890878,0.06671769,0.04200185,0.1978773,0.073335946,0.007747289,-0.05872471,-0.037941977,-0.0008905083,-0.068609096,-0.038179327,0.08016388,0.037899364,-0.036738604,-0.136452
P00359,0.13763602,0.08111261,-0.03266257,-0.027814094,-0.09158706,0.100073524,0.05336146,0.00808185,-0.08843409,0.011043992,0.047795583,-0.059258055,-0.025716815,0.05575111,-0.20116565,0.039841503,-0.13673365,-0.0020855572,0.09478158,-0.09550979,0.03755128,-0.05351672,-0.09490364,-0.010601651,0.008477497,-0.10030432,0.08189834,-0.33988714,-0.06621893,0.117960095,-0.046330616,-0.023584858,0.20225854,0.027189981,0.027207889,-0.03489586,0.009784628,-0.028026,-0.18973665,0.030415721,0.0059838705,0.07259391,0.14100306,-0.5553126,0.20593855,-0.25008732,0.31439614,0.057230644,-0.12547082,-0.08343998,-0.06699322,0.16193795,-0.011652637,-0.030292736,-0.16125187,0.10835445,0.015326239,0.031215206,0.110840365,-0.038465105,-0.047285892,-0.038435318,-0.008106021,0.017880913,0.11252072,0.12137241,-0.02286946,0.03294856,-0.074949786,0.013668481,-0.11525853,0.22983164,-0.096686356,0.0032962263,-4.4275075e-05,-0.06109314,0.17267157,-0.0916211,0.15053144,-0.07090558,0.11812154,-0.14594474,-0.006426621,-0.003608033,0.094064884,-0.037120953,0.016113413,0.04020264,-0.09536305,-0.05566439,0.08100851,0.00787401,-0.027851319,-0.04126042,0.114000715,-0.10675338,-0.0526995,0.03945661,0.079353794,0.021017909,0.09606044,-0.038456373,-0.13291794,0.27675667,-0.004123546,0.029265646,-0.06833072,-0.070020095,-0.26804054,-0.14073883,0.033690527,-0.05121157,-0.054374713,-0.13838084,-0.07997522,0.06203986,0.0015957654,0.011304838,0.013338834,-0.028779564,-0.076151885,0.15459418,0.047255293,0.007369466,-0.08661649,-0.13583162,0.11292496,-0.034040943
P00925,0.25905743,0.06888453,0.025801506,-0.040261064,-0.057782657,0.06223625,-0.031430278,0.0010398887,-0.10287764,-0.06426286,-0.009717669,-0.041479807,0.09996848,0.18101324,-0.22141866,0.07939519,0.0026437119,0.08372708,0.0048898538,-0.10333139,0.1210247,-0.10102892,-0.117339276,-0.010179045,-0.019093422,0.039694086,-0.04326317,-0.1564227,-0.01380156,-0.050263878,0.043411553,-0.06992572,0.090996,0.09620252,-0.041036353,-0.09545441,-0.012822533,-0.018747473,-0.08053676,-0.07731497,0.13449946,-0.06890574,0.046988886,-0.38312554,0.13034667,-0.15013434,0.22258396,-0.08335814,0.036181573,0.019971399,0.0058448464,-0.04800386,0.03551531,-0.104246505,-0.04884228,-0.0049753487,-0.01574891,-0.1173983,-0.025603827,0.035134763,-0.013581838,-0.046250552,0.03434766,0.012788692,0.09702035,-0.0260339,-0.023167454,-0.02052633,0.04689684,0.07086024,-0.20270394,0.17158285,-0.013126478,-0.015953757,-0.09695618,-0.07837711,0.0015455466,0.031142589,0.1438792,0.065125175,0.005158225,-0.055042174,0.058632042,0.09281068,0.027374987,-0.012483276,-0.05297195,-0.15714532,-0.023644447,0.023690466,0.08900131,-0.05109974,-0.08249933,-0.0027660578,-0.0019335598,0.05797356,-0.043156438,0.03084458,-0.0065543884,0.029908441,0.12177872,-0.0052726474,0.027316831,0.16134878,-0.016194887,0.10875168,-0.042005215,0.018280335,-0.36701396,-0.13059065,-0.04011127,0.048369534,0.02152146,-0.16012509,0.0016687196,0.06132011,0.07621059,0.15819336,-0.12393658,-0.044667196,-0.13909073,0.048649266,0.003288027,-0.0720038,0.0048318394,-0.09842698,-0.007891726,-0.09679619
A0QWG6,-0.026808882,-0.13400385,-0.054182433,-0.0023121163,-0.046632163,-0.008221909,-0.002734311,0.008433893,-0.08142722,0.013751272,-0.02251998,0.0063968226,0.055334598,-0.018972974,-0.073132694,-0.008288171,-0.24155504,-0.012442131,-0.043979406,-0.0037146136,0.08518384,0.03638283,-0.0062561864,-0.11399148,-0.001447944,0.026421,0.06446181,-0.07797371,0.0062648207,0.057673827,-0.013839873,0.02726888,-0.036129765,-0.11225659,-0.049921256,-0.024060514,0.07920864,-0.039490324,-0.036240604,-0.008658014,-0.05218599,-0.025897983,0.019780815,-0.25119692,0.014188539,-0.20431615,0.06995622,0.073416136,0.041686304,0.11066647,-0.024883809,-0.02775131,-0.012649838,0.1385452,-0.01059043,0.024700832,0.049479507,-0.0020118253,0.0024226084,-0.0263461,0.06645682,-0.007042818,-0.12582847,0.074465096,0.020186432,-0.0026098813,0.12832867,0.09615577,0.008412051,0.04465417,-0.0870658,-0.022941237,-0.043209538,0.05846785,-0.012314044,0.11210549,0.04715944,0.053607505,-0.07908577,0.0067827813,-0.1064554,0.021753915,-0.2212631,0.06504109,-0.17876424,-0.06615151,-0.013122527,0.063783295,-0.034522958,0.080282405,-0.03619863,-0.035476685,0.032934178,0.031978536,-0.061891794,0.08421435,0.04627307,0.038004927,-0.00038349838,0.011625163,0.012217391,-0.020215334,0.03093049,0.1368328,0.04345402,0.069907725,-0.009387128,0.006103955,-0.15115727,0.0729083,-0.049811043,0.050107524,-0.008336168,-0.079017684,-0.0123683605,0.051051073,0.03836158,0.11678979,-0.052680165,0.019399567,-0.06818005,0.032738402,-0.13290715,0.012273733,0.114644095,0.052213375,-0.0027968693,-0.12733828
Q6NUS6,-0.1732579,0.12231135,0.06536913,-0.109040186,0.018863214,0.043000966,0.09354922,-0.12517188,0.1794348,0.029683623,0.026265804,-0.15334037,-0.042502876,0.09099834,0.050455872,0.048494045,0.24522735,-0.020010602,0.012728684,-0.18274845,-0.0039412626,0.15728244,-0.0010109227,0.0817272,-0.044990763,0.104805544,0.26401895,0.15833363,0.035462,0.118009456,-0.032296695,-0.14455688,-0.0019469634,0.17162316,-0.10010563,-0.013016339,-0.15672392,0.02876414,0.023802,-0.03610066,-0.08690097,0.052789584,0.13918898,0.029585034,-0.15899383,-0.21763904,-0.1197464,-0.04756466,0.06284879,-0.020985644,-0.03663549,-0.050337195,0.16912828,0.016815111,-0.15346019,-0.037256777,-0.03719555,-0.013229522,0.012562646,0.18234476,-0.11600874,-0.07602401,-0.021913143,0.085354,-0.023558639,0.032380994,-0.0907136,-0.029539816,-0.029508792,-0.04666636,-0.025838012,0.09861868,0.06476767,0.067368165,0.08714944,-0.086440995,-0.0811983,-0.19721992,0.09744947,-0.12654766,0.03987364,0.026132971,0.060618695,-0.07682089,0.006434925,0.028132841,0.15919465,-0.2183439,0.1972939,-0.005220622,-0.09837753,0.15609926,0.17472099,-0.054075666,0.17188434,-0.01692978,-0.05123544,-0.054660898,-0.0895876,-0.09299221,-4.850328e-06,0.043785598,0.115694195,-0.19462109,0.09834991,-0.06136977,0.032364823,0.03989911,0.18364891,0.07958256,-0.23797163,-0.006445743,0.025732663,-0.20240816,0.1521355,0.06414184,-0.011722956,0.049697913,0.08293351,-0.117237754,0.057775002,0.076007515,0.017842904,-0.061642766,0.17650275,-0.075141,-0.102771446,-0.16190726
Q5A0M4,0.11020217,-0.03736465,-0.07158199,0.06597745,-0.030177277,0.0035884231,-0.0339629,-0.093392044,-0.022057097,0.0375507,0.095232055,-0.07743228,0.0006173961,0.059093434,-0.22043404,0.07883273,-0.028153822,-0.01933619,0.0573606,-0.03775204,0.06459026,0.17610462,0.020369172,-0.042070992,0.046873443,-0.052123774,0.040783323,-0.2338272,0.06868608,-0.013805316,0.04798489,-0.03056977,-0.11472295,0.19392891,-0.03856383,-0.08575146,0.023780968,-0.14230122,-0.10442684,-0.052650027,0.09099007,-0.03864432,0.048293874,-0.3063509,0.17240386,-0.11830428,0.27090526,0.050243147,-0.0038938299,-0.17964472,0.07016733,0.01298151,0.11176945,-0.0662418,-0.038650572,-0.027922366,-0.034957454,0.15285937,0.024782417,0.029151812,-0.020531427,-0.07658166,0.07789318,0.03802266,0.29189497,-0.07726248,-0.06247782,-0.08892429,-0.0037577422,0.0770446,-0.08859454,0.04139971,-0.012534291,-1.661107e-05,-0.02341079,0.007708255,-0.002434805,0.027359936,0.10213408,0.11857407,0.05627894,0.07432375,-0.031602994,-0.04240801,0.147064,-0.15333126,0.04483241,-0.22287484,0.08011566,-0.027446337,0.09908034,0.06811196,0.024923986,-0.12957697,0.07816747,-0.06358662,-0.15115605,-0.05407269,0.07976605,-0.10536031,0.026038334,0.012166951,-0.12472232,0.045723982,0.0926099,0.029287156,-0.014414961,-0.024443302,-0.13099767,-0.029606387,-0.12112955,0.072417185,-0.011446975,-0.1885999,-0.031490255,0.04008615,0.042617485,0.045596812,-0.0017163381,-0.0067737796,-0.12603045,0.11323172,0.009300634,-0.13396335,0.102461636,-0.070084706,0.0078070196,-0.10516693
